"stf","etf","countallrows","stfe","etfe","duration","tps","minstarttime","maxendtime","avglatency","maxlatency","minlatency","stddevlatency","variancelatency","maxinvalidcounter","maxexististingcounter","maxerrorcounter","maxvalidcounter","cumulativecount","run_id","cid"
"2022-07-24 11:40:12+02","2022-07-24 11:45:33+02",2400,1658655612,1658655933,321,7.4766355140186915,9596583925577322.0,9596904956395312.0,188.54873749999996,310.53,87.95,69.90517095621111,4886.7329264171,59252,0,0,2400,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 22:41:52+02","2022-07-19 22:42:11+02",267,1658263312,1658263331,19,14.052631578947368,9204284126251592.0,9204302907503512.0,18.302996254681666,18.71,18.07,0.15404084748107133,0.023728582692686677,18422,0,0,267,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-23 15:54:48+02","2022-07-23 16:00:19+02",2000,1658584488,1658584819,331,6.042296072507553,9525454668656380.0,9525785914392804.0,234.82303500000296,327.24,132.66,67.35175737536129,4536.259221549533,119606,0,0,2000,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 14:07:02+02","2022-07-23 14:12:30+02",1900,1658578022,1658578350,328,5.7926829268292686,9518993453932328.0,9519322353448404.0,223.583094736844,325.15,133.02,63.25787191439457,4001.558359137949,119764,0,0,1900,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-24 10:38:09+02","2022-07-24 10:43:42+02",1500,1658651889,1658652222,333,4.504504504504505,9592855902873978.0,9593188480058122.0,210.38275333333226,326.58,100.61,74.02820028956029,5480.174438111254,60048,0,0,1500,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-10000000-0-0-24-0-0-6399"
"2022-07-19 12:27:38+02","2022-07-19 12:32:47+02",30048,1658226458,1658226767,309,97.24271844660194,9167424626228044.0,9167734087908902.0,4.293038804579332,10.44,1.49,1.4494923973686138,2.1010282100294115,61,0,0,30048,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-10000000-0-0-24-0-0-6399"
"2022-07-20 09:50:43+02","2022-07-20 09:55:29+02",17768,1658303443,1658303729,286,62.12587412587413,9244409598115940.0,9244695849123648.0,15.55092300765419,23.63,7.71,4.106750835361796,16.865402423744804,2848,0,0,17768,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-24 11:10:18+02","2022-07-24 11:15:40+02",2300,1658653818,1658654140,322,7.142857142857143,9594790161475990.0,9595111514019102.0,206.60396086956342,311.85,89.29,78.55483397064148,6170.8619401550495,59361,0,0,2300,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-20 09:39:48+02","2022-07-20 09:44:55+02",16886,1658302788,1658303095,307,55.00325732899023,9243760114693364.0,9244066684132408.0,16.36453511784904,24.36,5.78,4.259345513685823,18.14202420495555,0,0,0,16886,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 21:10:54+02","2022-07-19 21:11:15+02",39,1658257854,1658257875,21,1.8571428571428572,9198821267823856.0,9198841875877992.0,20.518717948717956,20.59,20.45,0.054588387389505395,0.0029798920377867117,18210,0,0,39,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-19 12:12:39+02","2022-07-19 12:17:49+02",30051,1658225559,1658225869,310,96.93870967741935,9166531305942912.0,9166841221985754.0,4.422286779142109,10.24,1.78,1.4509919339646649,2.1053775924305183,0,0,0,30051,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 21:10:54+02","2022-07-19 21:11:11+02",36,1658257854,1658257871,17,2.1176470588235294,9198821278151672.0,9198837829610820.0,16.47527777777778,16.54,16.39,0.051407954421255043,0.002642777777777836,15107,0,0,36,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 21:48:02+02","2022-07-19 21:53:10+02",18334,1658260082,1658260390,308,59.52597402597402,9201054152363636.0,9201362421853816.0,15.827686811388546,23.85,6.44,4.4920397371633625,20.178421000254694,0,0,0,18334,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-23 15:54:48+02","2022-07-23 16:00:11+02",1500,1658584488,1658584811,323,4.643962848297214,9525454864369332.0,9525778073515640.0,236.2079466666674,320.96,110.35,64.75065546880283,4192.647383639606,120039,0,0,1500,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-10000000-0-0-24-0-0-6399"
"2022-07-18 15:26:50+02","2022-07-18 15:31:52+02",3026,1658150810,1658151112,302,10.019867549668874,9091776829144184.0,9092078519477856.0,0.33616986120290687,3.62,0.14,0.47081420900616056,0.22166601940209663,0,0,0,3026,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-10000000-0-0-24-0-0-6399"
"2022-07-23 19:29:17+02","2022-07-23 19:34:44+02",1900,1658597357,1658597684,327,5.81039755351682,9538324061252220.0,9538651369732928.0,230.04970000000148,324.06,110.89,64.51636924488146,4162.361900541887,119700,0,0,1900,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-10-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-10000000-0-0-24-0-0-6399"
"2022-07-23 14:07:02+02","2022-07-23 14:12:23+02",3200,1658578022,1658578343,321,9.968847352024921,9518988454917376.0,9519310273678972.0,204.67678437499907,315.31,121.23,55.05601960703923,3031.165294970688,118313,0,0,3200,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-10000000-0-0-24-0-0-6399"
"2022-07-19 19:15:44+02","2022-07-19 19:20:52+02",13472,1658250944,1658251252,308,43.74025974025974,9191915629051156.0,9192223809457136.0,19.266077048693603,35.37,5.36,5.745508980463482,33.01087344458652,0,0,0,13472,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-20 09:50:43+02","2022-07-20 09:55:32+02",16885,1658303443,1658303732,289,58.42560553633218,9244414605412328.0,9244703588931596.0,14.777923008587424,26.27,3.07,4.8156964864742795,23.19093264984072,2927,0,0,16885,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-18 16:16:01+02","2022-07-18 16:21:03+02",3026,1658153761,1658154063,302,10.019867549668874,9094727957013576.0,9095029636530444.0,0.35534038334435025,4.55,0.14,0.5396879108574434,0.2912630411256718,0,0,0,3026,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:31:05+02","2022-07-19 10:36:05+02",15036,1658219465,1658219765,300,50.12,9160432062457822.0,9160732180222194.0,0.38036046820962993,0.66,0.11,0.14408119645332004,0.020759391171420203,29,0,0,15036,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 13:47:14+02","2022-07-23 13:52:39+02",3300,1658576834,1658577159,325,10.153846153846153,9517800574187728.0,9518126370022456.0,180.9417696969672,310.79,77.07,72.69023788642137,5283.870683984529,58384,0,0,3300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-24 11:40:12+02","2022-07-24 11:45:25+02",1300,1658655612,1658655925,313,4.15335463258786,9596584061483464.0,9596896868898976.0,176.58286153846277,308.29,6.13,88.17575869720855,7774.96442182835,60358,0,0,1300,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 11:35:59+02","2022-07-19 11:41:15+02",104172,1658223359,1658223675,316,329.65822784810126,9164331389280148.0,9164646951317208.0,18.479993088353925,26.09,2.84,4.9017470513509025,24.02712415542727,0,0,0,104172,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 18:00:35+02","2022-07-19 18:05:43+02",30112,1658246435,1658246743,308,97.76623376623377,9187402427657784.0,9187710337478954.0,15.475037858661095,25.81,3.32,4.854160938317986,23.562878415092154,0,0,0,30112,1,"4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-10000000-0-0-24-0-0-6399"
"2022-07-18 16:16:01+02","2022-07-18 16:21:03+02",3026,1658153761,1658154063,302,10.019867549668874,9094727951594894.0,9095029633894678.0,0.36057832121612904,4.54,0.14,0.5539096468188338,0.30681589683896515,0,0,0,3026,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-10000000-0-0-24-0-0-6399"
"2022-07-19 22:41:52+02","2022-07-19 22:42:11+02",393,1658263312,1658263331,19,20.68421052631579,9204279126199724.0,9204298146200378.0,18.383511450381672,18.84,17.96,0.23065652858694166,0.053202434179778636,19132,0,0,393,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-19 18:31:57+02","2022-07-19 18:32:13+02",139,1658248317,1658248333,16,8.6875,9189288730984416.0,9189304981342528.0,15.93906474820144,16.17,15.74,0.11278356909785536,0.012720133458450715,24269,0,0,139,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-1","client-20000000-1-25-49-1-6400-12799"
"2022-07-18 17:34:01+02","2022-07-18 17:39:03+02",3024,1658158441,1658158743,302,10.013245033112582,9099412750941816.0,9099714433810512.0,0.3903968253968285,5.6,0.14,0.6776511074465928,0.45921102342359377,0,0,0,3024,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-cordaenterprise-rl-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 22:30:12+02","2022-07-19 22:35:18+02",18261,1658262612,1658262918,306,59.6764705882353,9203578608776008.0,9203884678640492.0,16.40385904386389,24.1,6.13,4.152541245143347,17.243598792616655,0,0,0,18261,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 19:26:24+02","2022-07-19 19:29:32+02",14580,1658251584,1658251772,188,77.55319148936171,9192555691565796.0,9192743918571480.0,22.667313443072636,36.56,2.28,6.7902585284579215,46.107610883295536,12907,0,0,14580,1,"4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 10:45:54+02","2022-07-19 10:51:04+02",30040,1658220354,1658220664,310,96.90322580645162,9161320938656884.0,9161630898888180.0,1.1409460719041205,10.19,0.45,0.4804493549761952,0.23083158269704201,0,0,0,30040,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-10000000-0-0-24-0-0-6399"
"2022-07-19 12:19:40+02","2022-07-19 12:24:50+02",30050,1658225980,1658226290,310,96.93548387096774,9166952369248848.0,9167261828695920.0,4.281308818635609,10.42,1.56,1.4519405060554875,2.108131233124665,63,0,0,30050,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 19:15:44+02","2022-07-19 19:21:06+02",14699,1658250944,1658251266,322,45.649068322981364,9191910631454046.0,9192232738069924.0,20.403092727396487,34.59,9.17,5.124569619441434,26.26121378450213,0,0,0,14699,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-10000000-0-0-24-0-0-6399"
"2022-07-23 14:48:33+02","2022-07-23 14:54:03+02",1800,1658580513,1658580843,330,5.454545454545454,9521479805027236.0,9521810184927460.0,236.22463333333314,327.13,110.55,64.68271799056556,4183.854006647034,119957,0,0,1800,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-10000000-0-0-24-0-0-6399"
"2022-07-23 14:07:01+02","2022-07-23 14:12:31+02",2100,1658578021,1658578351,330,6.363636363636363,9518988293856420.0,9519317571249454.0,222.67575238095668,325.53,121.51,70.34086885859753,4947.837831782416,119646,0,0,2100,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 20:39:24+02","2022-07-23 20:44:05+02",1100,1658601564,1658601845,281,3.9145907473309607,9542535738151848.0,9542817195170786.0,169.90783636363764,277.46,6.98,85.50323603670456,7310.8033727484135,60575,0,0,1100,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 21:10:54+02","2022-07-19 21:11:09+02",37,1658257854,1658257869,15,2.466666666666667,9198826258483688.0,9198840870086760.0,14.524324324324327,14.59,14.45,0.05003002101741535,0.0025030030030030216,16021,0,0,37,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-24 11:40:12+02","2022-07-24 11:45:40+02",1700,1658655612,1658655940,328,5.182926829268292,9596579053061660.0,9596907227428804.0,208.84801176470506,321.17,99.69,74.16656305575425,5500.679075503172,59989,0,0,1700,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 11:24:56+02","2022-07-19 11:30:06+02",120050,1658222696,1658223006,310,387.258064516129,9163662887622560.0,9163973190021372.0,2.557412161599324,10.6,1.46,0.5187276717666064,0.26907839745640416,0,0,0,120050,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 13:07:26+02","2022-07-23 13:12:18+02",4000,1658574446,1658574738,292,13.698630136986301,9515418399006332.0,9515709460826430.0,167.92427000000274,272.06,78.3,61.82762729428731,3822.6554968413016,57696,0,0,4000,1,"4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-18 17:34:01+02","2022-07-18 17:39:02+02",3025,1658158441,1658158742,301,10.049833887043189,9099412755629420.0,9099714351829026.0,0.36558347107438194,5.12,0.14,0.5647928856624861,0.3189910036949581,0,0,0,3025,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-cordaenterprise-rl-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 21:10:54+02","2022-07-19 21:11:02+02",34,1658257854,1658257862,8,4.25,9198826271876072.0,9198833874990120.0,7.52558823529412,7.58,7.44,0.053495464348693754,0.0028617647058823644,14862,0,0,34,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-23 16:15:42+02","2022-07-23 16:21:05+02",1400,1658585742,1658586065,323,4.3343653250774,9526708797241482.0,9527031466931850.0,255.3311071428573,320.88,183.27,49.55078145647916,2455.2799429477586,120280,0,0,1400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-8-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 12:12:39+02","2022-07-19 12:17:49+02",30051,1658225559,1658225869,310,96.93870967741935,9166526301354952.0,9166836217267116.0,4.362247512561967,10.24,1.7,1.4506978939350557,2.1045243794676063,0,0,0,30051,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 19:29:17+02","2022-07-23 19:34:38+02",3400,1658597357,1658597678,321,10.59190031152648,9538329064944856.0,9538649571151780.0,208.8082647058784,313.26,123.22,57.54811596551441,3311.785651180295,118275,0,0,3400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-10-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 18:31:57+02","2022-07-19 18:32:05+02",314,1658248317,1658248325,8,39.25,9189283714715884.0,9189291525275168.0,7.342515923566882,7.71,7.07,0.16574656758363868,0.027471924665757704,13202,0,0,314,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-1","client-10000000-0-0-24-0-0-6399"
"2022-07-18 20:50:20+02","2022-07-18 20:51:59+02",9999,1658170220,1658170319,99,101,9111186921619108.0,9111285499347584.0,19.865668566856442,33.87,8.47,5.92074432256872,35.05521333322973,15199,0,0,9999,1,"4000000-grapheneConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-2-opt-100-notpc-1","client-10000000-0-0-24-0-0-6399"
"2022-07-19 11:01:05+02","2022-07-19 11:06:15+02",30035,1658221265,1658221575,310,96.88709677419355,9162232291455346.0,9162541743217756.0,1.0719713667388098,10.42,0.34,0.4829286108011195,0.23322004313029915,76,0,0,30035,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:23:24+02","2022-07-19 10:28:24+02",15035,1658219004,1658219304,300,50.11666666666667,9159970607989564.0,9160270745866382.0,0.3941296973727943,0.67,0.13,0.1437350930642578,0.020659776978190852,30,0,0,15035,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 23:17:52+02","2022-07-19 23:23:00+02",17489,1658265472,1658265780,308,56.782467532467535,9206438933286434.0,9206746864601890.0,14.818266338841587,22.88,6.47,4.388857512764417,19.26207026734867,0,0,0,17489,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:31:05+02","2022-07-19 10:36:05+02",15036,1658219465,1658219765,300,50.12,9160437065356898.0,9160737182158696.0,0.3804848363926558,0.65,0.12,0.14399048613000812,0.020733260095956062,29,0,0,15036,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-20000000-1-25-49-1-6400-12799"
"2022-07-23 16:15:42+02","2022-07-23 16:21:05+02",1400,1658585742,1658586065,323,4.3343653250774,9526713835288312.0,9527036678016900.0,262.4045357142861,321.04,202.65,46.33092914560981,2146.5549954955163,120253,0,0,1400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-8-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-18 15:26:50+02","2022-07-18 15:31:52+02",3026,1658150810,1658151112,302,10.019867549668874,9091781832419888.0,9092083519162524.0,0.3389854593522788,3.46,0.14,0.4837360749434789,0.23400059020172304,0,0,0,3026,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-18 16:31:11+02","2022-07-18 16:37:34+02",14,1658154671,1658155054,383,0.03655352480417755,9095642493724444.0,9096025634990130.0,383.08857142857147,383.14,382.83,0.09453181335538835,0.008936263736257978,25,0,0,14,1,"4000000-cordaConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-20 09:39:48+02","2022-07-20 09:44:57+02",17431,1658302788,1658303097,309,56.41100323624595,9243755133161934.0,9244063539188440.0,17.72481039527278,26.17,5.51,4.5822550909140185,20.99706171820744,0,0,0,17431,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 11:24:56+02","2022-07-19 11:30:06+02",120048,1658222696,1658223006,310,387.2516129032258,9163662886806096.0,9163973162398628.0,2.544956434093053,10.59,1.51,0.5165534651295457,0.26682748233734077,0,0,0,120048,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-10000000-0-0-24-0-0-6399"
"2022-07-19 19:15:44+02","2022-07-19 19:20:59+02",14675,1658250944,1658251259,315,46.58730158730159,9191910631350960.0,9192226417774026.0,18.90925860306645,33.93,7.55,5.61773800085575,31.558980246258766,0,0,0,14675,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 20:39:24+02","2022-07-23 20:44:45+02",2200,1658601564,1658601885,321,6.853582554517134,9542535661544532.0,9542857360751086.0,199.763159090908,312.2,89.17,76.23162126829925,5811.2600811934135,59487,0,0,2200,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1","client-40000000-3-75-99-3-19200-25599"
"2022-07-23 19:29:17+02","2022-07-23 19:34:45+02",2300,1658597357,1658597685,328,7.012195121951219,9538324017305022.0,9538651781794070.0,230.9256999999973,323.26,133.6,64.32279670789967,4137.422176325788,119383,0,0,2300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-10-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-30000000-2-50-74-2-12800-19199"
"2022-07-20 10:01:56+02","2022-07-20 10:02:15+02",2191,1658304116,1658304135,19,115.3157894736842,9245087728396048.0,9245107372360918.0,16.899593792788686,19.21,14.53,1.3180612125521765,1.737285360034514,17832,0,0,2191,1,"4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
