"stf","etf","countallrows","stfe","etfe","duration","tps","minstarttime","maxendtime","avglatency","maxlatency","minlatency","stddevlatency","variancelatency","maxinvalidcounter","maxexististingcounter","maxerrorcounter","maxvalidcounter","cumulativecount","run_id","cid"
"2022-07-19 23:17:52+02","2022-07-19 23:23:00+02",16538,1658265472,1658265780,308,53.6948051948052,9206443920539548.0,9206751577505528.0,14.437349739992742,22.28,6.38,4.4070078557061,19.421718240255274,0,0,0,16538,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 22:41:52+02","2022-07-19 22:42:11+02",661,1658263312,1658263331,19,34.78947368421053,9204279097235964.0,9204298208958592.0,18.21674735249624,18.95,17.44,0.41918771886624157,0.17571834364828318,17800,0,0,661,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-20 10:01:56+02","2022-07-20 10:02:20+02",796,1658304116,1658304140,24,33.166666666666664,9245082708341096.0,9245106896719226.0,22.95569095477388,23.74,22.32,0.3952038244519876,0.15618606286147743,19159,0,0,796,1,"4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 19:15:44+02","2022-07-19 19:21:01+02",14580,1658250944,1658251261,317,45.99369085173502,9191915624064904.0,9192232473444640.0,20.10248422496577,34.9,8.79,5.523376613266028,30.507689211974096,0,0,0,14580,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-24 14:01:44+02","2022-07-24 14:07:07+02",1300,1658664104,1658664427,323,4.024767801857585,9605076172090268.0,9605398512889406.0,181.01192307692475,317.34,6.66,92.20283250577477,8501.362322087954,60388,0,0,1300,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 12:19:40+02","2022-07-19 12:24:50+02",30050,1658225980,1658226290,310,96.93548387096774,9166947368491274.0,9167256850105360.0,4.191272212978337,10.45,1.47,1.4494684781981582,2.1009588692900842,64,0,0,30050,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-30000000-2-50-74-2-12800-19199"
"2022-07-18 22:19:47+02","2022-07-18 22:20:26+02",3200,1658175587,1658175626,39,82.05128205128206,9116553851592144.0,9116592468407804.0,35.3923750000001,38.57,29.85,2.430592374381877,5.90777929040333,21795,0,0,3200,1,"4000000-grapheneConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-10-opt-100-notpc-1","client-10000000-0-0-24-0-0-6399"
"2022-07-19 12:12:39+02","2022-07-19 12:17:49+02",30048,1658225559,1658225869,310,96.92903225806451,9166526318058040.0,9166836182317500.0,3.965107827476031,10.2,1.29,1.4524601193826754,2.1096403983971355,0,0,0,30048,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-10000000-0-0-24-0-0-6399"
"2022-07-23 13:07:26+02","2022-07-23 13:12:09+02",4900,1658574446,1658574729,283,17.314487632508833,9515413398700244.0,9515696061375548.0,157.40552244897734,260.15,69.44,57.63754509240428,3322.086604278937,56767,0,0,4900,1,"4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:53:24+02","2022-07-19 10:58:33+02",30034,1658220804,1658221113,309,97.19741100323624,9161770514829336.0,9162080080655768.0,1.2559509222880803,10.53,0.55,0.4697095697705717,0.2206270799340556,80,0,0,30034,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 22:41:52+02","2022-07-19 22:42:15+02",289,1658263312,1658263335,23,12.565217391304348,9204284108550344.0,9204306961281912.0,22.36498269896194,22.7,21.98,0.1541984754740578,0.023777169838523602,18251,0,0,289,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 10:16:29+02","2022-07-19 10:21:39+02",15036,1658218589,1658218899,310,48.50322580645161,9159556049196078.0,9159866215777224.0,0.3942657621707924,10.11,0.13,0.3184250603462188,0.10139451905649308,0,0,0,15036,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 14:07:02+02","2022-07-23 14:12:16+02",1600,1658578022,1658578336,314,5.095541401273885,9518993467980340.0,9519308035197730.0,216.4040812499963,311.82,13.21,78.75959806087147,6203.074286710028,119902,0,0,1600,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-20000000-1-25-49-1-6400-12799"
"2022-07-20 09:39:48+02","2022-07-20 09:44:54+02",17478,1658302788,1658303094,306,57.11764705882353,9243760141517670.0,9244065543326884.0,15.31088740130456,23.25,4.72,4.266464166131457,18.20271648088379,0,0,0,17478,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 21:00:11+02","2022-07-19 21:05:29+02",17603,1658257211,1658257529,318,55.355345911949684,9198178231068322.0,9198495642456866.0,16.506334715673596,24.64,8.44,4.07390745443124,16.59672194727043,0,0,0,17603,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-20 09:50:43+02","2022-07-20 09:55:35+02",17430,1658303443,1658303735,292,59.69178082191781,9244409615858130.0,9244702426467888.0,17.61446758462406,25.19,7.21,4.2914151119866855,18.416243663387696,2927,0,0,17430,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-30000000-2-50-74-2-12800-19199"
"2022-07-18 17:34:01+02","2022-07-18 17:39:03+02",3026,1658158441,1658158743,302,10.019867549668874,9099407765112688.0,9099709440386308.0,0.3740614672835454,4.72,0.14,0.5805896645089139,0.3370843585345732,0,0,0,3026,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-cordaenterprise-rl-10","client-10000000-0-0-24-0-0-6399"
"2022-07-18 15:26:50+02","2022-07-18 15:31:52+02",3026,1658150810,1658151112,302,10.019867549668874,9091781821930268.0,9092083531624964.0,0.347805684071381,4.31,0.14,0.5325757245633027,0.28363690239412687,0,0,0,3026,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 10:16:29+02","2022-07-19 10:21:39+02",15039,1658218589,1658218899,310,48.512903225806454,9159556051989510.0,9159866208040074.0,0.38136245761021326,10.1,0.11,0.3188934668091077,0.10169304317353145,0,0,0,15039,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-10000000-0-0-24-0-0-6399"
"2022-07-19 11:01:05+02","2022-07-19 11:06:15+02",30038,1658221265,1658221575,310,96.89677419354838,9162237289740056.0,9162546853172272.0,1.2168253545509016,10.53,0.5,0.48427397817868256,0.23452128594100713,76,0,0,30038,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 10:23:24+02","2022-07-19 10:28:24+02",15035,1658219004,1658219304,300,50.11666666666667,9159975600814840.0,9160275733621232.0,0.3913295643498483,0.65,0.13,0.14384579871958522,0.02069161380927543,30,0,0,15035,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 11:35:59+02","2022-07-19 11:41:15+02",104099,1658223359,1658223675,316,329.42721518987344,9164326395030396.0,9164642086885992.0,18.516374220693688,26.26,2.58,4.917507171166737,24.181876778476287,0,0,0,104099,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-10000000-0-0-24-0-0-6399"
"2022-07-19 23:17:52+02","2022-07-19 23:23:00+02",17626,1658265472,1658265780,308,57.22727272727273,9206438927814996.0,9206746935863120.0,14.796269147849763,22.48,6.89,4.317789333628703,18.643304729597794,0,0,0,17626,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-20 10:01:56+02","2022-07-20 10:02:12+02",822,1658304116,1658304132,16,51.375,9245087708485956.0,9245103898210016.0,15.019720194647222,15.77,14.32,0.37975893957361495,0.14421685218607655,18992,0,0,822,1,"4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-18 17:41:12+02","2022-07-18 17:47:56+02",1,1658158872,1658159276,404,0.0024752475247524753,9099844321761980.0,9100248268138300.0,403.94,403.94,403.94,NULL,NULL,0,0,0,1,1,"4000000-cordaConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-5-cordaenterprise-rl-10","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 11:24:56+02","2022-07-19 11:30:25+02",120055,1658222696,1658223025,329,364.90881458966567,9163667883716976.0,9163996746428466.0,25.559141143642577,56.33,1.22,16.411195941927907,269.327352244351,0,0,0,120055,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 11:49:58+02","2022-07-19 11:55:17+02",120050,1658224198,1658224517,319,376.3322884012539,9165164816059300.0,9165483486302192.0,18.910074552269872,29.54,2.64,6.955811839170947,48.38331834195071,307,0,0,120050,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:31:05+02","2022-07-19 10:36:05+02",15039,1658219465,1658219765,300,50.13,9160432070419052.0,9160732151191360.0,0.34519914887958075,0.63,0.09,0.14417832886384727,0.02078739051397169,26,0,0,15039,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-10000000-0-0-24-0-0-6399"
"2022-07-18 19:10:58+02","2022-07-18 19:14:20+02",10000,1658164258,1658164460,202,49.504950495049506,9105225321363632.0,9105426517149356.0,3.9409170000000326,9.34,0.18,2.7234557955395573,7.417211470258004,1600,0,0,10000,1,"4000000-grapheneConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-graphene-rl-50-bi-5-opt-100-notpc-1","client-10000000-0-0-24-0-0-6399"
"2022-07-19 23:28:11+02","2022-07-19 23:28:30+02",198,1658266091,1658266110,19,10.421052631578947,9207063379249484.0,9207081566188416.0,17.820202020202025,18.08,17.64,0.12255718481263114,0.015020263549197424,23173,0,0,198,1,"4000000-quorumConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-7-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 11:49:58+02","2022-07-19 11:55:17+02",120048,1658224198,1658224517,319,376.3260188087774,9165164819232124.0,9165483808595708.0,19.645915467146544,30.8,2.46,7.344413331490195,53.9404071837709,321,0,0,120048,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-10000000-0-0-24-0-0-6399"
"2022-07-23 13:07:26+02","2022-07-23 13:12:04+02",3600,1658574446,1658574724,278,12.949640287769784,9515418342934502.0,9515695829151632.0,161.46731944444184,260.99,73.76,57.04172059876072,3253.757888867083,58077,0,0,3600,1,"4000000-sawtoothConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 11:35:59+02","2022-07-19 11:41:15+02",71291,1658223359,1658223675,316,225.60443037974684,9164326398239698.0,9164642094644880.0,17.976536028390438,57.53,2.61,5.602355355360379,31.386385527735115,109,0,0,71291,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-400-mm-2000","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 22:30:12+02","2022-07-19 22:35:20+02",17291,1658262612,1658262920,308,56.13961038961039,9203583587572836.0,9203891760059928.0,17.059849054421438,26.29,5.62,4.932457578333635,24.3291377620609,0,0,0,17291,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-18 22:09:55+02","2022-07-18 22:10:21+02",10000,1658174995,1658175021,26,384.61538461538464,9115962214407942.0,9115987474141708.0,5.8531640000000085,11.62,1.14,2.869250583165396,8.232598908994964,11197,0,0,10000,1,"4000000-grapheneConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-graphene-rl-400-bi-10-opt-100-notpc-1","client-10000000-0-0-24-0-0-6399"
"2022-07-23 13:47:14+02","2022-07-23 13:52:47+02",2700,1658576834,1658577167,333,8.108108108108109,9517805472547532.0,9518138918414984.0,186.74452592592587,321.44,77.23,72.27950460815183,5224.326786399842,58988,0,0,2700,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-24 14:01:44+02","2022-07-24 14:07:15+02",1500,1658664104,1658664435,331,4.531722054380665,9605071252802964.0,9605401469347358.0,207.89959333333337,324.23,107.26,69.89330819557503,4885.074530521635,60152,0,0,1500,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 21:00:11+02","2022-07-19 21:05:28+02",17529,1658257211,1658257528,317,55.29652996845426,9198183195043772.0,9198500269288504.0,16.225615266130376,24.19,8.37,4.056424899316218,16.45458296379259,0,0,0,17529,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-18 16:31:11+02","2022-07-18 16:37:32+02",12,1658154671,1658155052,381,0.031496062992125984,9095642499911624.0,9096023578398976.0,381.01666666666665,381.07,380.76,0.1010250493989395,0.010206060606058167,34,0,0,12,1,"4000000-cordaConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-23 14:48:33+02","2022-07-23 14:53:49+02",3300,1658580513,1658580829,316,10.443037974683545,9521484761600508.0,9521800794419664.0,214.17375151515336,309.52,121.71,56.68419901250317,3213.0984176890656,118479,0,0,3300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 22:30:12+02","2022-07-19 22:35:28+02",18172,1658262612,1658262928,316,57.50632911392405,9203578614835840.0,9203895109501896.0,16.84200693374436,25.24,8.92,4.052932265355646,16.426259947560848,0,0,0,18172,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-23 18:34:55+02","2022-07-23 18:40:14+02",3200,1658594095,1658594414,319,10.031347962382446,9535066866583272.0,9535386127436056.0,211.64102187500416,312.51,119.76,59.21688854026058,3506.6398883896445,118582,0,0,3200,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-9-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-24 11:40:12+02","2022-07-24 11:45:48+02",1700,1658655612,1658655948,336,5.059523809523809,9596579005618810.0,9596915125512774.0,202.03423529411623,328.12,88.07,82.26848512448018,6768.103644676817,59980,0,0,1700,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-10000000-0-0-24-0-0-6399"
"2022-07-19 19:26:24+02","2022-07-19 19:29:41+02",14699,1658251584,1658251781,197,74.61421319796955,9192550705296928.0,9192748039971700.0,23.11632083815231,35.88,9.35,5.74039884241309,32.95217886997755,13132,0,0,14699,1,"4000000-quorumConfiguration-keyvalue-get-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-10000000-0-0-24-0-0-6399"
"2022-07-19 10:23:24+02","2022-07-19 10:28:24+02",15038,1658219004,1658219304,300,50.126666666666665,9159975600760086.0,9160275702756700.0,0.3627596754887609,0.65,0.11,0.1442204540534212,0.020799539367374976,27,0,0,15038,1,"4000000-fabricConfiguration-sb-sendPayment-40-flalv-rn-1-hetzner-repid-4-fabric-rl-50-mm-100","client-40000000-3-75-99-3-19200-25599"
"2022-07-23 15:33:06+02","2022-07-23 15:38:37+02",1700,1658583186,1658583517,331,5.13595166163142,9524153355746844.0,9524484122138628.0,226.07607647058745,327.51,109.15,64.32981960921043,4138.325690953556,119997,0,0,1700,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-10000000-0-0-24-0-0-6399"
"2022-07-19 22:30:12+02","2022-07-19 22:35:18+02",18270,1658262612,1658262918,306,59.705882352941174,9203583626187852.0,9203889839539396.0,16.529121510673253,24.14,6.26,4.188105146660431,17.54022471948359,0,0,0,18270,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-quorum-rl-400-ib-5","client-20000000-1-25-49-1-6400-12799"
"2022-07-23 15:33:06+02","2022-07-23 15:38:37+02",3400,1658583186,1658583517,331,10.27190332326284,9524158342071468.0,9524488999830856.0,207.4729147058881,323.41,122.27,55.546325618153475,3085.3942896779326,118300,0,0,3400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-20 10:01:56+02","2022-07-20 10:02:15+02",1277,1658304116,1658304135,19,67.21052631578948,9245082716447628.0,9245101995465638.0,17.66144870790917,18.84,16.48,0.6474615370200383,0.41920644192035034,18141,0,0,1277,1,"4000000-quorumConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-23 15:54:48+02","2022-07-23 16:00:19+02",3300,1658584488,1658584819,331,9.969788519637461,9525459770631600.0,9525790872007166.0,224.70924242423638,324.58,122.93,60.16688764185379,3620.054368507458,118391,0,0,3300,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-7-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-40000000-3-75-99-3-19200-25599"
"2022-07-20 09:39:48+02","2022-07-20 09:44:55+02",17769,1658302788,1658303095,307,57.87947882736157,9243755117554376.0,9244061440251550.0,16.003905678428676,23.73,5.54,4.276928278184112,18.292115496730915,0,0,0,17769,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-8-quorum-rl-400-ib-5","client-10000000-0-0-24-0-0-6399"
"2022-07-23 16:15:42+02","2022-07-23 16:20:52+02",2400,1658585742,1658586052,310,7.741935483870968,9526713744128494.0,9527023986579224.0,241.03021249999904,305.24,183.34,38.124086895039255,1453.446001580504,119212,0,0,2400,1,"4000000-sawtoothConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-8-sawtooth-rl-400-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-2","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 18:00:36+02","2022-07-19 18:05:44+02",30107,1658246436,1658246744,308,97.75,9187407462489316.0,9187716417522082.0,16.503483907396923,26.86,4.29,4.854554987622125,23.566704127846844,0,0,0,30107,1,"4000000-quorumConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-quorum-rl-100-ib-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-19 18:31:57+02","2022-07-19 18:32:04+02",161,1658248317,1658248324,7,23,9189283721605588.0,9189290769379084.0,6.73086956521739,6.97,6.56,0.11572808272167473,0.01339298913043479,25070,0,0,161,1,"4000000-quorumConfiguration-keyvalue-set-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-1","client-30000000-2-50-74-2-12800-19199"
"2022-07-19 10:45:54+02","2022-07-19 10:51:04+02",30035,1658220354,1658220664,310,96.88709677419355,9161320950709184.0,9161630906885268.0,1.1965753287830856,10.21,0.48,0.4771115709133193,0.2276354510993753,0,0,0,30035,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-30000000-2-50-74-2-12800-19199"
"2022-07-23 20:39:24+02","2022-07-23 20:44:53+02",1400,1658601564,1658601893,329,4.25531914893617,9542530724264056.0,9542859984174584.0,204.1389571428588,323.76,109.43,67.7131612279798,4585.072203486387,60272,0,0,1400,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-6-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-1","client-10000000-0-0-24-0-0-6399"
"2022-07-19 21:00:11+02","2022-07-19 21:05:20+02",17211,1658257211,1658257520,309,55.699029126213595,9198183175792644.0,9198491563407252.0,16.99120852942883,25.2,7,4.562015556970912,20.811985942044615,0,0,0,17211,1,"4000000-quorumConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-quorum-rl-400-ib-5","client-40000000-3-75-99-3-19200-25599"
"2022-07-24 11:10:18+02","2022-07-24 11:15:48+02",1200,1658653818,1658654148,330,3.6363636363636362,9594790163691224.0,9595119541478292.0,183.64152500000048,324.88,5.73,94.91254667335126,9008.39151602108,60463,0,0,1200,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-20000000-1-25-49-1-6400-12799"
"2022-07-24 11:10:18+02","2022-07-24 11:15:48+02",1300,1658653818,1658654148,330,3.9393939393939394,9594785161025144.0,9595114798481772.0,191.99481538461376,324.64,99.22,69.00120198914955,4761.165875947417,60392,0,0,1300,1,"4000000-sawtoothConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-5-sawtooth-rl-200-notpbpc-100-nobpc-1-maxbtperbl-100000-notppc-100-cpbftbpd-10","client-10000000-0-0-24-0-0-6399"
"2022-07-19 10:45:54+02","2022-07-19 10:51:04+02",30038,1658220354,1658220664,310,96.89677419354838,9161325930357982.0,9161635912592184.0,1.2172111991477423,10.2,0.52,0.47437475059999784,0.22503140400681015,0,0,0,30038,1,"4000000-fabricConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-500","client-40000000-3-75-99-3-19200-25599"
"2022-07-19 12:27:38+02","2022-07-19 12:32:47+02",30051,1658226458,1658226767,309,97.25242718446601,9167429610871180.0,9167739071270920.0,4.07910818275596,10.44,1.37,1.4500554387164064,2.10266077535103,63,0,0,30051,1,"4000000-fabricConfiguration-sb-balance-40-flalv-rn-1-hetzner-repid-4-fabric-rl-100-mm-2000","client-20000000-1-25-49-1-6400-12799"
"2022-07-18 15:26:50+02","2022-07-18 15:31:52+02",3026,1658150810,1658151112,302,10.019867549668874,9091776830642428.0,9092078517272288.0,0.3394448116325164,3.84,0.14,0.48812187452648975,0.2382629643912542,0,0,0,3026,1,"4000000-cordaConfiguration-donothing-doNothing-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-30000000-2-50-74-2-12800-19199"
"2022-07-18 16:16:01+02","2022-07-18 16:21:03+02",3026,1658153761,1658154063,302,10.019867549668874,9094732958318590.0,9095034638660424.0,0.3684302709848019,5.09,0.14,0.5982526191278078,0.3579061962932819,0,0,0,3026,1,"4000000-cordaConfiguration-sb-createAccount-40-flalv-rn-1-hetzner-repid-4-cordaenterprise-rl-10","client-20000000-1-25-49-1-6400-12799"
